AreaInPixels,PhysicalSize,Polygon
695,695,[110506.0:47729.0:110501.0:47734.0:110501.0:47735.0:110499.0:47737.0:110499.0:47738.0:110498.0:47739.0:110498.0:47741.0:110497.0:47742.0:110497.0:47749.0:110498.0:47750.0:110498.0:47751.0:110499.0:47752.0:110499.0:47753.0:110500.0:47753.0:110502.0:47755.0:110504.0:47755.0:110505.0:47756.0:110509.0:47756.0:110510.0:47757.0:110513.0:47757.0:110514.0:47758.0:110522.0:47758.0:110525.0:47755.0:110525.0:47754.0:110526.0:47753.0:110526.0:47745.0:110525.0:47744.0:110525.0:47742.0:110524.0:47741.0:110524.0:47740.0:110521.0:47737.0:110521.0:47736.0:110519.0:47734.0:110519.0:47733.0:110518.0:47732.0:110517.0:47732.0:110516.0:47731.0:110515.0:47731.0:110514.0:47730.0:110513.0:47730.0:110512.0:47729.0]
588,588,[108921.0:47736.0:108920.0:47737.0:108918.0:47737.0:108917.0:47738.0:108916.0:47738.0:108915.0:47739.0:108915.0:47740.0:108914.0:47741.0:108914.0:47752.0:108916.0:47754.0:108917.0:47754.0:108918.0:47755.0:108921.0:47755.0:108922.0:47756.0:108923.0:47756.0:108925.0:47758.0:108926.0:47758.0:108928.0:47760.0:108932.0:47760.0:108933.0:47759.0:108934.0:47759.0:108937.0:47756.0:108938.0:47756.0:108939.0:47755.0:108940.0:47755.0:108941.0:47754.0:108943.0:47754.0:108944.0:47753.0:108946.0:47753.0:108948.0:47751.0:108949.0:47751.0:108949.0:47750.0:108950.0:47749.0:108950.0:47748.0:108951.0:47747.0:108951.0:47746.0:108949.0:47744.0:108948.0:47744.0:108947.0:47743.0:108946.0:47744.0:108941.0:47744.0:108940.0:47743.0:108934.0:47743.0:108933.0:47742.0:108931.0:47742.0:108929.0:47740.0:108929.0:47739.0:108927.0:47737.0:108925.0:47737.0:108924.0:47736.0]
331,331,[111125.0:47739.0:111124.0:47740.0:111113.0:47740.0:111112.0:47741.0:111111.0:47741.0:111109.0:47743.0:111108.0:47743.0:111107.0:47744.0:111107.0:47749.0:111110.0:47749.0:111113.0:47752.0:111112.0:47753.0:111112.0:47755.0:111113.0:47755.0:111114.0:47754.0:111119.0:47754.0:111120.0:47753.0:111124.0:47753.0:111125.0:47752.0:111126.0:47752.0:111127.0:47751.0:111128.0:47751.0:111133.0:47746.0:111133.0:47740.0:111132.0:47739.0]
527,527,[111425.0:47730.0:111424.0:47731.0:111423.0:47731.0:111423.0:47732.0:111421.0:47734.0:111421.0:47735.0:111415.0:47741.0:111415.0:47742.0:111414.0:47743.0:111414.0:47747.0:111413.0:47748.0:111413.0:47754.0:111415.0:47756.0:111416.0:47756.0:111418.0:47758.0:111419.0:47758.0:111420.0:47759.0:111428.0:47759.0:111429.0:47758.0:111430.0:47758.0:111431.0:47757.0:111432.0:47757.0:111435.0:47754.0:111435.0:47753.0:111436.0:47752.0:111436.0:47750.0:111435.0:47749.0:111435.0:47745.0:111434.0:47744.0:111434.0:47740.0:111433.0:47739.0:111433.0:47736.0:111432.0:47735.0:111432.0:47733.0:111430.0:47731.0:111429.0:47731.0:111428.0:47730.0]
425,425,[109007.0:47744.0:109006.0:47745.0:109003.0:47745.0:109002.0:47746.0:108999.0:47746.0:108999.0:47748.0:109000.0:47748.0:109001.0:47749.0:109004.0:47749.0:109005.0:47750.0:109007.0:47750.0:109008.0:47751.0:109009.0:47751.0:109010.0:47752.0:109012.0:47752.0:109013.0:47753.0:109015.0:47753.0:109016.0:47754.0:109018.0:47754.0:109020.0:47756.0:109020.0:47765.0:109023.0:47765.0:109024.0:47764.0:109030.0:47764.0:109031.0:47763.0:109038.0:47763.0:109039.0:47762.0:109040.0:47762.0:109040.0:47757.0:109039.0:47756.0:109038.0:47756.0:109034.0:47752.0:109032.0:47752.0:109031.0:47751.0:109025.0:47751.0:109024.0:47750.0:109023.0:47750.0:109018.0:47745.0:109016.0:47745.0:109015.0:47744.0]
1117,1117,[111616.0:47728.0:111615.0:47729.0:111613.0:47729.0:111612.0:47730.0:111611.0:47730.0:111610.0:47731.0:111604.0:47731.0:111603.0:47732.0:111602.0:47732.0:111601.0:47733.0:111601.0:47734.0:111600.0:47735.0:111600.0:47736.0:111599.0:47737.0:111599.0:47749.0:111600.0:47750.0:111600.0:47751.0:111601.0:47752.0:111601.0:47754.0:111602.0:47755.0:111602.0:47757.0:111603.0:47758.0:111603.0:47760.0:111605.0:47762.0:111606.0:47762.0:111608.0:47764.0:111610.0:47764.0:111611.0:47765.0:111613.0:47765.0:111614.0:47764.0:111619.0:47764.0:111620.0:47765.0:111621.0:47765.0:111622.0:47764.0:111624.0:47764.0:111627.0:47761.0:111628.0:47761.0:111631.0:47758.0:111631.0:47751.0:111632.0:47750.0:111632.0:47748.0:111633.0:47747.0:111633.0:47746.0:111635.0:47744.0:111635.0:47742.0:111636.0:47741.0:111635.0:47740.0:111635.0:47738.0:111633.0:47736.0:111633.0:47735.0:111632.0:47734.0:111632.0:47732.0:111630.0:47730.0:111628.0:47730.0:111627.0:47729.0:111626.0:47729.0:111625.0:47730.0:111623.0:47730.0:111622.0:47729.0:111620.0:47729.0:111619.0:47728.0]
1242,1242,[108629.0:47724.0:108629.0:47725.0:108628.0:47726.0:108628.0:47727.0:108627.0:47728.0:108627.0:47731.0:108626.0:47732.0:108626.0:47733.0:108624.0:47735.0:108623.0:47735.0:108622.0:47736.0:108621.0:47736.0:108620.0:47737.0:108618.0:47737.0:108617.0:47738.0:108617.0:47739.0:108616.0:47740.0:108616.0:47744.0:108615.0:47745.0:108615.0:47750.0:108616.0:47751.0:108616.0:47752.0:108623.0:47759.0:108623.0:47760.0:108628.0:47765.0:108629.0:47765.0:108630.0:47766.0:108637.0:47766.0:108638.0:47765.0:108643.0:47765.0:108644.0:47764.0:108646.0:47764.0:108653.0:47757.0:108653.0:47752.0:108652.0:47752.0:108651.0:47751.0:108651.0:47750.0:108649.0:47748.0:108647.0:47748.0:108645.0:47746.0:108645.0:47745.0:108644.0:47744.0:108644.0:47743.0:108642.0:47741.0:108646.0:47737.0:108648.0:47739.0:108648.0:47740.0:108649.0:47741.0:108650.0:47740.0:108651.0:47740.0:108652.0:47739.0:108653.0:47740.0:108654.0:47740.0:108655.0:47741.0:108664.0:47741.0:108665.0:47740.0:108665.0:47736.0:108663.0:47734.0:108663.0:47733.0:108662.0:47733.0:108661.0:47732.0:108654.0:47732.0:108653.0:47733.0:108652.0:47733.0:108650.0:47735.0:108649.0:47735.0:108648.0:47736.0:108647.0:47735.0:108646.0:47735.0:108643.0:47732.0:108643.0:47731.0:108638.0:47726.0:108637.0:47726.0:108636.0:47725.0:108635.0:47725.0:108634.0:47724.0]
176,176,[109811.0:47743.0:109810.0:47744.0:109809.0:47744.0:109807.0:47746.0:109807.0:47748.0:109806.0:47749.0:109806.0:47750.0:109807.0:47751.0:109807.0:47752.0:109810.0:47755.0:109811.0:47755.0:109812.0:47756.0:109814.0:47756.0:109815.0:47757.0:109818.0:47757.0:109819.0:47756.0:109819.0:47754.0:109821.0:47752.0:109821.0:47748.0:109820.0:47747.0:109820.0:47746.0:109819.0:47745.0:109818.0:47745.0:109817.0:47744.0:109815.0:47744.0:109814.0:47743.0]
554,554,[110866.0:47740.0:110865.0:47741.0:110865.0:47743.0:110864.0:47744.0:110864.0:47745.0:110863.0:47746.0:110862.0:47746.0:110861.0:47747.0:110860.0:47747.0:110857.0:47750.0:110857.0:47752.0:110856.0:47753.0:110856.0:47754.0:110857.0:47755.0:110857.0:47756.0:110860.0:47759.0:110861.0:47759.0:110863.0:47761.0:110864.0:47761.0:110865.0:47762.0:110866.0:47762.0:110867.0:47763.0:110877.0:47763.0:110879.0:47761.0:110880.0:47761.0:110884.0:47757.0:110884.0:47755.0:110885.0:47754.0:110885.0:47752.0:110886.0:47751.0:110886.0:47749.0:110885.0:47748.0:110885.0:47747.0:110884.0:47746.0:110884.0:47745.0:110883.0:47744.0:110883.0:47743.0:110882.0:47742.0:110881.0:47742.0:110880.0:47741.0:110878.0:47741.0:110877.0:47740.0]
415,415,[108769.0:47744.0:108768.0:47745.0:108767.0:47745.0:108765.0:47747.0:108764.0:47747.0:108763.0:47748.0:108762.0:47748.0:108761.0:47749.0:108757.0:47749.0:108754.0:47752.0:108755.0:47753.0:108755.0:47754.0:108756.0:47755.0:108756.0:47756.0:108758.0:47758.0:108758.0:47759.0:108759.0:47760.0:108761.0:47760.0:108762.0:47761.0:108765.0:47761.0:108766.0:47762.0:108767.0:47762.0:108768.0:47761.0:108771.0:47761.0:108772.0:47760.0:108773.0:47760.0:108774.0:47759.0:108778.0:47759.0:108779.0:47758.0:108782.0:47758.0:108783.0:47757.0:108784.0:47757.0:108785.0:47756.0:108785.0:47753.0:108784.0:47752.0:108784.0:47751.0:108783.0:47750.0:108783.0:47749.0:108779.0:47745.0:108778.0:47745.0:108777.0:47744.0]
243,243,[109728.0:47745.0:109727.0:47746.0:109726.0:47746.0:109726.0:47747.0:109724.0:47749.0:109724.0:47754.0:109727.0:47757.0:109728.0:47757.0:109729.0:47758.0:109730.0:47758.0:109731.0:47759.0:109738.0:47759.0:109739.0:47758.0:109740.0:47758.0:109742.0:47756.0:109742.0:47755.0:109743.0:47754.0:109743.0:47748.0:109742.0:47748.0:109741.0:47747.0:109740.0:47747.0:109739.0:47746.0:109732.0:47746.0:109731.0:47745.0]
809,809,[111823.0:47738.0:111822.0:47739.0:111820.0:47739.0:111816.0:47743.0:111816.0:47744.0:111815.0:47745.0:111815.0:47747.0:111814.0:47748.0:111814.0:47751.0:111813.0:47752.0:111813.0:47756.0:111812.0:47757.0:111812.0:47760.0:111814.0:47762.0:111814.0:47763.0:111815.0:47764.0:111815.0:47765.0:111816.0:47766.0:111823.0:47766.0:111824.0:47765.0:111829.0:47765.0:111830.0:47764.0:111831.0:47764.0:111832.0:47763.0:111833.0:47763.0:111834.0:47762.0:111838.0:47762.0:111839.0:47761.0:111841.0:47761.0:111845.0:47757.0:111845.0:47756.0:111846.0:47755.0:111846.0:47753.0:111847.0:47752.0:111847.0:47747.0:111846.0:47746.0:111846.0:47745.0:111845.0:47744.0:111845.0:47743.0:111843.0:47741.0:111842.0:47741.0:111841.0:47740.0:111839.0:47740.0:111838.0:47739.0:111829.0:47739.0:111828.0:47738.0]
627,627,[108023.0:47742.0:108022.0:47743.0:108022.0:47745.0:108021.0:47746.0:108021.0:47749.0:108022.0:47750.0:108022.0:47751.0:108026.0:47755.0:108026.0:47756.0:108027.0:47756.0:108028.0:47757.0:108030.0:47757.0:108031.0:47758.0:108033.0:47758.0:108040.0:47765.0:108041.0:47765.0:108043.0:47767.0:108044.0:47767.0:108046.0:47769.0:108049.0:47769.0:108051.0:47767.0:108052.0:47767.0:108054.0:47765.0:108054.0:47755.0:108053.0:47754.0:108053.0:47752.0:108052.0:47751.0:108052.0:47749.0:108051.0:47748.0:108051.0:47747.0:108050.0:47746.0:108049.0:47746.0:108048.0:47745.0:108044.0:47745.0:108043.0:47744.0:108041.0:47744.0:108040.0:47743.0:108039.0:47743.0:108038.0:47742.0]
769,769,[108191.0:47737.0:108190.0:47738.0:108187.0:47738.0:108186.0:47739.0:108180.0:47739.0:108177.0:47742.0:108177.0:47743.0:108176.0:47744.0:108176.0:47746.0:108175.0:47747.0:108175.0:47749.0:108174.0:47750.0:108174.0:47752.0:108173.0:47753.0:108173.0:47757.0:108172.0:47758.0:108172.0:47761.0:108173.0:47762.0:108173.0:47763.0:108175.0:47765.0:108176.0:47765.0:108178.0:47767.0:108179.0:47767.0:108180.0:47768.0:108189.0:47768.0:108190.0:47767.0:108192.0:47767.0:108193.0:47766.0:108194.0:47766.0:108195.0:47765.0:108196.0:47765.0:108198.0:47763.0:108200.0:47763.0:108201.0:47762.0:108204.0:47762.0:108206.0:47760.0:108207.0:47760.0:108207.0:47759.0:108205.0:47757.0:108205.0:47756.0:108202.0:47753.0:108202.0:47752.0:108199.0:47749.0:108199.0:47748.0:108198.0:47747.0:108198.0:47746.0:108197.0:47745.0:108197.0:47744.0:108196.0:47743.0:108196.0:47742.0:108195.0:47741.0:108194.0:47741.0:108193.0:47740.0:108193.0:47738.0:108192.0:47738.0]
482,482,[110700.0:47742.0:110699.0:47743.0:110697.0:47743.0:110696.0:47744.0:110695.0:47744.0:110694.0:47745.0:110693.0:47745.0:110692.0:47746.0:110691.0:47746.0:110690.0:47747.0:110689.0:47747.0:110686.0:47750.0:110686.0:47756.0:110687.0:47757.0:110687.0:47758.0:110689.0:47760.0:110689.0:47761.0:110690.0:47762.0:110690.0:47763.0:110691.0:47764.0:110692.0:47764.0:110693.0:47765.0:110701.0:47765.0:110708.0:47758.0:110709.0:47758.0:110709.0:47757.0:110714.0:47752.0:110714.0:47750.0:110709.0:47745.0:110708.0:47745.0:110707.0:47744.0:110706.0:47744.0:110705.0:47743.0:110704.0:47743.0:110703.0:47742.0]
304,304,[111087.0:47745.0:111086.0:47746.0:111085.0:47746.0:111083.0:47748.0:111083.0:47758.0:111084.0:47758.0:111085.0:47759.0:111086.0:47759.0:111087.0:47760.0:111089.0:47760.0:111090.0:47761.0:111097.0:47761.0:111098.0:47760.0:111101.0:47760.0:111103.0:47758.0:111103.0:47756.0:111104.0:47755.0:111104.0:47753.0:111103.0:47752.0:111103.0:47751.0:111099.0:47747.0:111098.0:47747.0:111097.0:47746.0:111093.0:47746.0:111092.0:47745.0]
472,472,[108877.0:47745.0:108876.0:47746.0:108873.0:47746.0:108872.0:47747.0:108870.0:47747.0:108865.0:47752.0:108861.0:47752.0:108860.0:47753.0:108857.0:47753.0:108856.0:47754.0:108852.0:47754.0:108851.0:47755.0:108850.0:47755.0:108849.0:47756.0:108848.0:47756.0:108847.0:47757.0:108846.0:47757.0:108846.0:47758.0:108845.0:47759.0:108845.0:47760.0:108846.0:47760.0:108847.0:47761.0:108854.0:47761.0:108855.0:47762.0:108856.0:47762.0:108857.0:47763.0:108859.0:47763.0:108860.0:47764.0:108862.0:47764.0:108863.0:47763.0:108864.0:47763.0:108865.0:47762.0:108867.0:47762.0:108868.0:47761.0:108870.0:47761.0:108871.0:47760.0:108880.0:47760.0:108881.0:47759.0:108882.0:47759.0:108883.0:47758.0:108884.0:47758.0:108886.0:47756.0:108886.0:47754.0:108887.0:47753.0:108887.0:47751.0:108886.0:47750.0:108886.0:47749.0:108885.0:47749.0:108884.0:47748.0:108883.0:47748.0:108881.0:47746.0:108880.0:47746.0:108879.0:47745.0]
975,975,[108292.0:47740.0:108289.0:47743.0:108287.0:47743.0:108287.0:47744.0:108288.0:47744.0:108289.0:47745.0:108288.0:47746.0:108288.0:47750.0:108289.0:47751.0:108289.0:47752.0:108291.0:47754.0:108291.0:47755.0:108292.0:47756.0:108293.0:47756.0:108295.0:47758.0:108295.0:47759.0:108296.0:47760.0:108296.0:47761.0:108297.0:47762.0:108297.0:47763.0:108298.0:47764.0:108298.0:47765.0:108300.0:47767.0:108300.0:47768.0:108305.0:47773.0:108305.0:47774.0:108308.0:47777.0:108317.0:47777.0:108318.0:47776.0:108319.0:47776.0:108320.0:47775.0:108321.0:47775.0:108322.0:47774.0:108323.0:47774.0:108325.0:47772.0:108325.0:47770.0:108326.0:47769.0:108326.0:47761.0:108325.0:47760.0:108325.0:47757.0:108324.0:47756.0:108324.0:47755.0:108318.0:47749.0:108318.0:47748.0:108314.0:47744.0:108311.0:47744.0:108310.0:47745.0:108308.0:47745.0:108307.0:47744.0:108304.0:47744.0:108303.0:47743.0:108302.0:47743.0:108301.0:47742.0:108300.0:47742.0:108299.0:47741.0:108298.0:47741.0:108297.0:47740.0]
313,313,[108554.0:47743.0:108553.0:47744.0:108553.0:47747.0:108552.0:47748.0:108551.0:47748.0:108550.0:47749.0:108549.0:47749.0:108545.0:47753.0:108543.0:47753.0:108542.0:47754.0:108541.0:47754.0:108539.0:47756.0:108540.0:47756.0:108545.0:47761.0:108548.0:47761.0:108549.0:47760.0:108551.0:47760.0:108552.0:47761.0:108555.0:47761.0:108556.0:47762.0:108560.0:47762.0:108561.0:47761.0:108563.0:47761.0:108565.0:47759.0:108565.0:47757.0:108566.0:47756.0:108566.0:47753.0:108565.0:47752.0:108565.0:47751.0:108564.0:47750.0:108563.0:47750.0:108562.0:47749.0:108560.0:47749.0:108559.0:47748.0:108558.0:47748.0:108554.0:47744.0]
679,679,[111569.0:47742.0:111568.0:47743.0:111567.0:47743.0:111567.0:47745.0:111566.0:47746.0:111566.0:47748.0:111565.0:47749.0:111565.0:47753.0:111564.0:47754.0:111564.0:47760.0:111565.0:47761.0:111565.0:47763.0:111566.0:47764.0:111566.0:47765.0:111567.0:47766.0:111567.0:47767.0:111568.0:47767.0:111569.0:47768.0:111575.0:47768.0:111576.0:47769.0:111579.0:47769.0:111580.0:47768.0:111583.0:47768.0:111584.0:47767.0:111586.0:47767.0:111588.0:47765.0:111589.0:47765.0:111589.0:47764.0:111590.0:47763.0:111590.0:47762.0:111591.0:47761.0:111591.0:47759.0:111592.0:47758.0:111592.0:47751.0:111591.0:47750.0:111591.0:47748.0:111586.0:47743.0:111584.0:47743.0:111583.0:47742.0]
1893,1893,[108677.0:47739.0:108676.0:47740.0:108674.0:47740.0:108669.0:47745.0:108669.0:47746.0:108668.0:47747.0:108668.0:47748.0:108667.0:47749.0:108667.0:47751.0:108664.0:47754.0:108664.0:47755.0:108661.0:47758.0:108660.0:47758.0:108659.0:47759.0:108658.0:47759.0:108656.0:47761.0:108656.0:47765.0:108657.0:47766.0:108657.0:47767.0:108659.0:47769.0:108661.0:47769.0:108662.0:47770.0:108664.0:47770.0:108665.0:47771.0:108666.0:47771.0:108668.0:47773.0:108672.0:47773.0:108673.0:47772.0:108675.0:47772.0:108676.0:47773.0:108684.0:47773.0:108686.0:47775.0:108686.0:47784.0:108701.0:47784.0:108702.0:47783.0:108709.0:47783.0:108710.0:47784.0:108714.0:47784.0:108715.0:47783.0:108716.0:47783.0:108717.0:47782.0:108718.0:47782.0:108719.0:47781.0:108719.0:47780.0:108720.0:47779.0:108720.0:47773.0:108719.0:47772.0:108719.0:47768.0:108720.0:47767.0:108722.0:47767.0:108723.0:47768.0:108723.0:47767.0:108722.0:47766.0:108722.0:47764.0:108721.0:47763.0:108717.0:47763.0:108716.0:47764.0:108715.0:47764.0:108712.0:47761.0:108712.0:47760.0:108710.0:47758.0:108710.0:47757.0:108709.0:47756.0:108708.0:47756.0:108705.0:47753.0:108704.0:47753.0:108700.0:47749.0:108699.0:47749.0:108696.0:47746.0:108695.0:47746.0:108693.0:47744.0:108692.0:47744.0:108691.0:47743.0:108690.0:47743.0:108688.0:47741.0:108687.0:47741.0:108686.0:47740.0:108685.0:47740.0:108684.0:47739.0]
75,75,[108794.0:47758.0:108792.0:47760.0:108792.0:47763.0:108791.0:47764.0:108791.0:47765.0:108790.0:47766.0:108790.0:47767.0:108789.0:47768.0:108792.0:47771.0:108794.0:47771.0:108794.0:47770.0:108795.0:47769.0:108795.0:47767.0:108794.0:47766.0:108797.0:47763.0:108797.0:47762.0:108798.0:47761.0:108797.0:47760.0:108797.0:47759.0:108796.0:47758.0]
680,680,[111336.0:47746.0:111335.0:47747.0:111334.0:47747.0:111333.0:47748.0:111332.0:47748.0:111331.0:47749.0:111328.0:47749.0:111327.0:47750.0:111324.0:47750.0:111322.0:47752.0:111322.0:47753.0:111321.0:47754.0:111321.0:47756.0:111320.0:47757.0:111320.0:47759.0:111319.0:47760.0:111319.0:47762.0:111318.0:47763.0:111318.0:47764.0:111317.0:47765.0:111317.0:47766.0:111316.0:47767.0:111315.0:47767.0:111315.0:47768.0:111313.0:47770.0:111313.0:47774.0:111314.0:47775.0:111315.0:47775.0:111316.0:47776.0:111317.0:47776.0:111318.0:47777.0:111320.0:47777.0:111321.0:47778.0:111325.0:47778.0:111327.0:47776.0:111328.0:47776.0:111330.0:47774.0:111331.0:47774.0:111332.0:47773.0:111334.0:47773.0:111336.0:47771.0:111337.0:47771.0:111339.0:47769.0:111339.0:47768.0:111341.0:47766.0:111341.0:47765.0:111342.0:47764.0:111342.0:47762.0:111343.0:47761.0:111343.0:47753.0:111344.0:47752.0:111344.0:47751.0:111343.0:47750.0:111343.0:47748.0:111341.0:47746.0]
181,181,[110181.0:47753.0:110178.0:47756.0:110178.0:47758.0:110177.0:47759.0:110177.0:47761.0:110178.0:47762.0:110178.0:47763.0:110179.0:47764.0:110179.0:47765.0:110184.0:47770.0:110186.0:47770.0:110187.0:47769.0:110188.0:47769.0:110190.0:47767.0:110190.0:47766.0:110191.0:47765.0:110191.0:47762.0:110189.0:47760.0:110189.0:47759.0:110187.0:47757.0:110187.0:47756.0:110184.0:47753.0]
1219,1219,[111258.0:47740.0:111257.0:47741.0:111252.0:47741.0:111249.0:47744.0:111249.0:47745.0:111247.0:47747.0:111247.0:47748.0:111242.0:47753.0:111242.0:47754.0:111238.0:47758.0:111238.0:47759.0:111235.0:47762.0:111235.0:47763.0:111232.0:47766.0:111232.0:47767.0:111231.0:47768.0:111231.0:47770.0:111230.0:47771.0:111230.0:47773.0:111231.0:47774.0:111231.0:47776.0:111234.0:47779.0:111236.0:47779.0:111237.0:47780.0:111239.0:47780.0:111240.0:47781.0:111246.0:47781.0:111247.0:47780.0:111249.0:47780.0:111250.0:47779.0:111253.0:47779.0:111254.0:47778.0:111255.0:47778.0:111256.0:47777.0:111257.0:47777.0:111262.0:47772.0:111262.0:47771.0:111267.0:47766.0:111267.0:47765.0:111269.0:47763.0:111269.0:47762.0:111273.0:47758.0:111273.0:47755.0:111274.0:47754.0:111274.0:47747.0:111273.0:47746.0:111273.0:47744.0:111271.0:47742.0:111270.0:47742.0:111269.0:47741.0:111265.0:47741.0:111264.0:47740.0]
364,364,[108597.0:47750.0:108596.0:47751.0:108594.0:47751.0:108593.0:47752.0:108592.0:47752.0:108592.0:47753.0:108591.0:47754.0:108591.0:47769.0:108595.0:47773.0:108596.0:47773.0:108597.0:47774.0:108603.0:47774.0:108604.0:47773.0:108605.0:47773.0:108608.0:47770.0:108608.0:47763.0:108607.0:47762.0:108607.0:47760.0:108606.0:47759.0:108606.0:47756.0:108602.0:47752.0:108601.0:47752.0:108600.0:47751.0:108598.0:47751.0]
156,156,[109018.0:47758.0:109017.0:47759.0:109008.0:47759.0:109007.0:47760.0:109004.0:47760.0:109003.0:47761.0:109000.0:47761.0:108998.0:47763.0:108998.0:47767.0:109008.0:47767.0:109009.0:47766.0:109010.0:47766.0:109011.0:47765.0:109013.0:47765.0:109014.0:47764.0:109018.0:47764.0:109019.0:47765.0:109019.0:47758.0]
558,558,[111501.0:47751.0:111500.0:47752.0:111497.0:47752.0:111496.0:47753.0:111495.0:47753.0:111494.0:47754.0:111494.0:47755.0:111493.0:47756.0:111493.0:47764.0:111496.0:47767.0:111497.0:47767.0:111499.0:47769.0:111500.0:47769.0:111503.0:47772.0:111504.0:47772.0:111505.0:47773.0:111511.0:47773.0:111512.0:47772.0:111517.0:47772.0:111518.0:47771.0:111522.0:47771.0:111523.0:47770.0:111524.0:47770.0:111525.0:47769.0:111525.0:47767.0:111526.0:47766.0:111525.0:47765.0:111525.0:47764.0:111524.0:47763.0:111524.0:47762.0:111518.0:47756.0:111515.0:47756.0:111513.0:47754.0:111512.0:47754.0:111511.0:47753.0:111510.0:47753.0:111509.0:47752.0:111504.0:47752.0:111503.0:47751.0]
1196,1196,[108126.0:47745.0:108125.0:47746.0:108117.0:47746.0:108116.0:47747.0:108114.0:47747.0:108113.0:47748.0:108112.0:47748.0:108106.0:47754.0:108106.0:47755.0:108105.0:47756.0:108105.0:47759.0:108104.0:47760.0:108104.0:47763.0:108105.0:47764.0:108105.0:47766.0:108106.0:47767.0:108106.0:47768.0:108107.0:47769.0:108107.0:47770.0:108108.0:47771.0:108108.0:47772.0:108115.0:47779.0:108116.0:47779.0:108118.0:47781.0:108120.0:47781.0:108121.0:47782.0:108126.0:47782.0:108127.0:47783.0:108133.0:47783.0:108134.0:47782.0:108136.0:47782.0:108137.0:47781.0:108138.0:47781.0:108138.0:47780.0:108139.0:47779.0:108139.0:47778.0:108140.0:47777.0:108140.0:47773.0:108141.0:47772.0:108141.0:47766.0:108142.0:47765.0:108142.0:47755.0:108141.0:47754.0:108141.0:47752.0:108138.0:47749.0:108137.0:47749.0:108136.0:47748.0:108135.0:47748.0:108134.0:47747.0:108133.0:47747.0:108132.0:47746.0:108130.0:47746.0:108129.0:47745.0]
1156,1156,[109602.0:47744.0:109601.0:47745.0:109600.0:47745.0:109598.0:47747.0:109597.0:47747.0:109594.0:47750.0:109594.0:47751.0:109593.0:47752.0:109592.0:47752.0:109587.0:47757.0:109587.0:47758.0:109585.0:47760.0:109585.0:47761.0:109584.0:47762.0:109584.0:47763.0:109582.0:47765.0:109582.0:47766.0:109581.0:47767.0:109581.0:47769.0:109580.0:47770.0:109580.0:47773.0:109582.0:47775.0:109582.0:47776.0:109583.0:47777.0:109583.0:47779.0:109587.0:47779.0:109588.0:47780.0:109589.0:47780.0:109591.0:47782.0:109591.0:47784.0:109592.0:47785.0:109592.0:47786.0:109591.0:47787.0:109584.0:47787.0:109583.0:47788.0:109580.0:47788.0:109578.0:47790.0:109578.0:47791.0:109579.0:47792.0:109579.0:47793.0:109581.0:47793.0:109582.0:47794.0:109584.0:47794.0:109585.0:47795.0:109586.0:47795.0:109588.0:47797.0:109592.0:47797.0:109593.0:47796.0:109594.0:47796.0:109595.0:47795.0:109595.0:47790.0:109594.0:47789.0:109595.0:47788.0:109597.0:47788.0:109599.0:47790.0:109599.0:47793.0:109599.0:47792.0:109601.0:47790.0:109605.0:47790.0:109601.0:47790.0:109599.0:47788.0:109599.0:47786.0:109598.0:47785.0:109598.0:47784.0:109596.0:47782.0:109595.0:47782.0:109594.0:47781.0:109594.0:47779.0:109596.0:47777.0:109597.0:47777.0:109599.0:47775.0:109600.0:47775.0:109601.0:47774.0:109603.0:47774.0:109604.0:47773.0:109605.0:47773.0:109613.0:47765.0:109614.0:47765.0:109615.0:47764.0:109615.0:47763.0:109616.0:47762.0:109616.0:47760.0:109617.0:47759.0:109617.0:47758.0:109619.0:47756.0:109619.0:47755.0:109620.0:47754.0:109620.0:47753.0:109621.0:47752.0:109621.0:47751.0:109620.0:47750.0:109620.0:47749.0:109618.0:47747.0:109615.0:47747.0:109614.0:47746.0:109611.0:47746.0:109610.0:47745.0:109608.0:47745.0:109607.0:47744.0]
